code,desc
R84,Abnormal findings in specimens from respiratory organs and thorax: Abnormal histological findings
R84,Abnormal findings in specimens from respiratory organs and thorax: Other abnormal findings
R84,Abnormal findings in specimens from respiratory organs and thorax: Unspecified abnormal finding
R85,Abnormal findings in specimens from digestive organs and abdominal cavity: Abnormal level of enzymes
R85,Abnormal findings in specimens from digestive organs and abdominal cavity: Abnormal level of hormones
R85,"Abnormal findings in specimens from digestive organs and abdominal cavity: Abnormal level of other drugs, medicaments and biological substances"
R85,Abnormal findings in specimens from digestive organs and abdominal cavity: Abnormal level of substances chiefly nonmedicinal as to source
R85,Abnormal findings in specimens from digestive organs and abdominal cavity: Abnormal immunological findings
R85,Abnormal findings in specimens from digestive organs and abdominal cavity: Abnormal microbiological findings
R85,Abnormal findings in specimens from digestive organs and abdominal cavity: Abnormal cytological findings
R85,Abnormal findings in specimens from digestive organs and abdominal cavity: Abnormal histological findings
R85,Abnormal findings in specimens from digestive organs and abdominal cavity: Other abnormal findings
R85,Abnormal findings in specimens from digestive organs and abdominal cavity: Unspecified abnormal finding
R86,Abnormal findings in specimens from male genital organs: Abnormal level of enzymes
R86,Abnormal findings in specimens from male genital organs: Abnormal level of hormones
R86,"Abnormal findings in specimens from male genital organs: Abnormal level of other drugs, medicaments and biological substances"
R86,Abnormal findings in specimens from male genital organs: Abnormal level of substances chiefly nonmedicinal as to source
R86,Abnormal findings in specimens from male genital organs: Abnormal immunological findings
R86,Abnormal findings in specimens from male genital organs: Abnormal microbiological findings
R86,Abnormal findings in specimens from male genital organs: Abnormal cytological findings
R86,Abnormal findings in specimens from male genital organs: Abnormal histological findings
R86,Abnormal findings in specimens from male genital organs: Other abnormal findings
R86,Abnormal findings in specimens from male genital organs: Unspecified abnormal finding
R87,Abnormal findings in specimens from female genital organs: Abnormal level of enzymes
R87,Abnormal findings in specimens from female genital organs: Abnormal level of hormones
R87,"Abnormal findings in specimens from female genital organs: Abnormal level of other drugs, medicaments and biological substances"
R87,Abnormal findings in specimens from female genital organs: Abnormal level of substances chiefly nonmedicinal as to source
R87,Abnormal findings in specimens from female genital organs: Abnormal immunological findings
R87,Abnormal findings in specimens from female genital organs: Abnormal microbiological findings
R87,Abnormal findings in specimens from female genital organs: Abnormal cytological findings
R87,Abnormal findings in specimens from female genital organs: Abnormal histological findings
R87,Abnormal findings in specimens from female genital organs: Other abnormal findings
R87,Abnormal findings in specimens from female genital organs: Unspecified abnormal finding
R89,"Abnormal findings in specimens from other organs, systems and tissues: Abnormal level of enzymes"
R89,"Abnormal findings in specimens from other organs, systems and tissues: Abnormal level of hormones"
R89,"Abnormal findings in specimens from other organs, systems and tissues: Abnormal level of other drugs, medicaments and biological substances"
R89,"Abnormal findings in specimens from other organs, systems and tissues: Abnormal level of substances chiefly nonmedicinal as to source"
R89,"Abnormal findings in specimens from other organs, systems and tissues: Abnormal immunological findings"
R89,"Abnormal findings in specimens from other organs, systems and tissues: Abnormal microbiological findings"
R89,"Abnormal findings in specimens from other organs, systems and tissues: Abnormal cytological findings"
R89,"Abnormal findings in specimens from other organs, systems and tissues: Abnormal histological findings"
R89,"Abnormal findings in specimens from other organs, systems and tissues: Other abnormal findings"
R89,"Abnormal findings in specimens from other organs, systems and tissues: Unspecified abnormal finding"
R90,Intracranial space-occupying lesion
R90,Other abnormal findings on diagnostic imaging of central nervous system
R91,Abnormal findings on diagnostic imaging of lung
R92,Abnormal findings on diagnostic imaging of breast
R93,"Abnormal findings on diagnostic imaging of skull and head, not elsewhere classified"
R93,Abnormal findings on diagnostic imaging of heart and coronary circulation
R93,Abnormal findings on diagnostic imaging of liver and biliary tract
R93,Abnormal findings on diagnostic imaging of other parts of digestive tract
R93,Abnormal findings on diagnostic imaging of urinary organs
R93,"Abnormal findings on diagnostic imaging of other abdominal regions, including retroperitoneum"
R93,Abnormal findings on diagnostic imaging of limbs
R93,Abnormal findings on diagnostic imaging of other parts of musculoskeletal system
R93,Abnormal findings on diagnostic imaging of other specified body structures
R94,Abnormal results of function studies of central nervous system
R94,Abnormal results of function studies of peripheral nervous system and special senses
R94,Abnormal results of pulmonary function studies
R94,Abnormal results of cardiovascular function studies
R94,Abnormal results of kidney function studies
R94,Abnormal results of liver function studies
R94,Abnormal results of thyroid function studies
R94,Abnormal results of other endocrine function studies
R94,Abnormal results of function studies of other organs and systems
R95,Sudden infant death syndrome with mention of autopsy
R95,Sudden infant death syndrome without mention of autopsy
R96,Instantaneous death
R96,"Death occurring less than 24 hours from onset of symptoms, not otherwise explained"
R98,Unattended death
R99,Other ill-defined and unspecified causes of mortality
S00,Superficial injury of scalp
S00,Contusion of eyelid and periocular area
S00,Other superficial injuries of eyelid and periocular area
S00,Superficial injury of nose
S00,Superficial injury of ear
S00,Superficial injury of lip and oral cavity
S00,Multiple superficial injuries of head
S00,Superficial injury of other parts of head
S00,"Superficial injury of head, part unspecified"
S01,Open wound of scalp
S01,Open wound of eyelid and periocular area
S01,Open wound of nose
S01,Open wound of ear
S01,Open wound of cheek and temporomandibular area
S01,Open wound of lip and oral cavity
S01,Multiple open wounds of head
S01,Open wound of other parts of head
S01,"Open wound of head, part unspecified"
S02,Fracture of vault of skull
S02,Fracture of vault of skull: closed
S02,Fracture of vault of skull: open
S02,Fracture of base of skull
S02,Fracture of base of skull: closed
S02,Fracture of base of skull: open
S02,Fracture of nasal bones
S02,Fracture of nasal bones: closed
S02,Fracture of nasal bones: open
S02,Fracture of orbital floor
S02,Fracture of orbital floor: closed
S02,Fracture of orbital floor: open
S02,Fracture of malar and maxillary bones
S02,Fracture of malar and maxillary bones: closed
S02,Fracture of malar and maxillary bones: open
S02,Fracture of tooth
S02,Fracture of tooth: closed
S02,Fracture of tooth: open
S02,Fracture of mandible
S02,Fracture of mandible: closed
S02,Fracture of mandible: open
S02,Multiple fractures involving skull and facial bones
S02,Multiple fractures involving skull and facial bones: closed
S02,Multiple fractures involving skull and facial bones: open
S02,Fractures of other skull and facial bones
S02,Fractures of other skull and facial bones: closed
S02,Fractures of other skull and facial bones: open
S02,"Fracture of skull and facial bones, part unspecified"
S02,"Fracture of skull and facial bones, part unspecified: closed"
S02,"Fracture of skull and facial bones, part unspecified: open"
S03,Dislocation of jaw
S03,Dislocation of septal cartilage of nose
S03,Dislocation of tooth
S03,Dislocation of other and unspecified parts of head
S03,Sprain and strain of jaw
S03,Sprain and strain of joints and ligaments of other and unspecified parts of head
S04,Injury of optic nerve and pathways
S04,Injury of oculomotor nerve
S04,Injury of trochlear nerve
S04,Injury of trigeminal nerve
S04,Injury of abducent nerve
S04,Injury of facial nerve
S04,Injury of acoustic nerve
S04,Injury of accessory nerve
S04,Injury of other cranial nerves
S04,Injury of unspecified cranial nerve
S05,Injury of conjunctiva and corneal abrasion without mention of foreign body
S05,Contusion of eyeball and orbital tissues
S05,Ocular laceration and rupture with prolapse or loss of intraocular tissue
S05,Ocular laceration without prolapse or loss of intraocular tissue
S05,Penetrating wound of orbit with or without foreign body
S05,Penetrating wound of eyeball with foreign body
S05,Penetrating wound of eyeball without foreign body
S05,Avulsion of eye
S05,Other injuries of eye and orbit
S05,"Injury of eye and orbit, unspecified"
S06,Concussion
S06,Concussion: without open intracranial wound
S06,Concussion: with open intracranial wound
S06,Traumatic cerebral oedema
S06,Traumatic cerebral oedema: without open intracranial wound
S06,Traumatic cerebral oedema: with open intracranial wound
S06,Diffuse brain injury
S06,Diffuse brain injury: without open intracranial wound
S06,Diffuse brain injury: with open intracranial wound
S06,Focal brain injury
S06,Focal brain injury: without open intracranial wound
S06,Focal brain injury: with open intracranial wound
S06,Epidural haemorrhage
S06,Epidural haemorrhage: without open intracranial wound
S06,Epidural haemorrhage: with open intracranial wound
S06,Traumatic subdural haemorrhage
S06,Traumatic subdural haemorrhage: without open intracranial wound
S06,Traumatic subdural haemorrhage: with open intracranial wound
S06,Traumatic subarachnoid haemorrhage
S06,Traumatic subarachnoid haemorrhage: without open intracranial wound
S06,Traumatic subarachnoid haemorrhage: with open intracranial wound
S06,Intracranial injury with prolonged coma
S06,Intracranial injury with prolonged coma: without open intracranial wound
S06,Intracranial injury with prolonged coma: with open intracranial wound
S06,Other intracranial injuries
S06,Other intracranial injuries: without open intracranial wound
S06,Other intracranial injuries: with open intracranial wound
S06,"Intracranial injury, unspecified"
S06,"Intracranial injury, unspecified: without open intracranial wound"
S06,"Intracranial injury, unspecified: with open intracranial wound"
S07,Crushing injury of face
S07,Crushing injury of skull
S07,Crushing injury of other parts of head
S07,"Crushing injury of head, part unspecified"
S08,Avulsion of scalp
S08,Traumatic amputation of ear
S08,Traumatic amputation of other parts of head
S08,Traumatic amputation of unspecified part of head
S09,"Injury of blood vessels of head, not elsewhere classified"
S09,Injury of muscle and tendon of head
S09,Traumatic rupture of ear drum
S09,Multiple injuries of head
S09,Other specified injuries of head
S09,Unspecified injury of head
S10,Contusion of throat
S10,Other and unspecified superficial injuries of throat
S10,Multiple superficial injuries of neck
S10,Superficial injury of other parts of neck
S10,"Superficial injury of neck, part unspecified"
S11,Open wound involving larynx and trachea
S11,Open wound involving thyroid gland
S11,Open wound involving pharynx and cervical oesophagus
S11,Multiple open wounds of neck
S11,Open wound of other parts of neck
S11,"Open wound of neck, part unspecified"
S12,Fracture of first cervical vertebra
S12,Fracture of first cervical vertebra: closed
S12,Fracture of first cervical vertebra: open
S12,Fracture of second cervical vertebra
S12,Fracture of second cervical vertebra: closed
S12,Fracture of second cervical vertebra: open
S12,Fracture of other specified cervical vertebra
S12,Fracture of other specified cervical vertebra: closed
S12,Fracture of other specified cervical vertebra: open
S12,Multiple fractures of cervical spine
S12,Multiple fractures of cervical spine: closed
S12,Multiple fractures of cervical spine: open
S12,Fracture of other parts of neck
S12,Fracture of other parts of neck: closed
S12,Fracture of other parts of neck: open
S12,"Fracture of neck, part unspecified"
S12,"Fracture of neck, part unspecified: closed"
S12,"Fracture of neck, part unspecified: open"
S13,Traumatic rupture of cervical intervertebral disc
S13,Dislocation of cervical vertebra
S13,Dislocation of other and unspecified parts of neck
S13,Multiple dislocations of neck
S13,Sprain and strain of cervical spine
S13,Sprain and strain of thyroid region
S13,Sprain and strain of joints and ligaments of other and unspecified parts of neck
S14,Concussion and oedema of cervical spinal cord
S14,Other and unspecified injuries of cervical spinal cord
S14,Injury of nerve root of cervical spine
S14,Injury of brachial plexus
S14,Injury of peripheral nerves of neck
S14,Injury of cervical sympathetic nerves
S14,Injury of other and unspecified nerves of neck
S15,Injury of carotid artery
S15,Injury of vertebral artery
S15,Injury of external jugular vein
S15,Injury of internal jugular vein
S15,Injury of multiple blood vessels at neck level
S15,Injury of other blood vessels at neck level
S15,Injury of unspecified blood vessel at neck level
S16,Injury of muscle and tendon at neck level
S17,Crushing injury of larynx and trachea
S17,Crushing injury of other parts of neck
S17,"Crushing injury of neck, part unspecified"
S18,Traumatic amputation at neck level
S19,Multiple injuries of neck
S19,Other specified injuries of neck
S19,Unspecified injury of neck
S20,Contusion of breast
S20,Other and unspecified superficial injuries of breast
S20,Contusion of thorax
S20,Other superficial injuries of front wall of thorax
S20,Other superficial injuries of back wall of thorax
S20,Multiple superficial injuries of thorax
S20,Superficial injury of other and unspecified parts of thorax
S21,Open wound of breast
S21,Open wound of front wall of thorax
S21,Open wound of back wall of thorax
S21,Multiple open wounds of thoracic wall
S21,Open wound of other parts of thorax
S21,"Open wound of thorax, part unspecified"
S22,Fracture of thoracic vertebra
S22,Fracture of thoracic vertebra: closed
S22,Fracture of thoracic vertebra: open
S22,Multiple fractures of thoracic spine
S22,Multiple fractures of thoracic spine: closed
S22,Multiple fractures of thoracic spine: open
S22,Fracture of sternum
S22,Fracture of sternum: closed
S22,Fracture of sternum: open
S22,Fracture of rib
S22,Fracture of rib: closed
S22,Fracture of rib: open
S22,Multiple fractures of ribs
S22,Multiple fractures of ribs: closed
S22,Multiple fractures of ribs: open
S22,Flail chest
S22,Flail chest: closed
S22,Flail chest: open
S22,Fracture of other parts of bony thorax
S22,Fracture of other parts of bony thorax: closed
S22,Fracture of other parts of bony thorax: open
S22,"Fracture of bony thorax, part unspecified"
S22,"Fracture of bony thorax, part unspecified: closed"
S22,"Fracture of bony thorax, part unspecified: open"
S23,Traumatic rupture of thoracic intervertebral disc
S23,Dislocation of thoracic vertebra
S23,Dislocation of other and unspecified parts of thorax
S23,Sprain and strain of thoracic spine
S23,Sprain and strain of ribs and sternum
S23,Sprain and strain of other and unspecified parts of thorax
S24,Concussion and oedema of thoracic spinal cord
S24,Other and unspecified injuries of thoracic spinal cord
S24,Injury of nerve root of thoracic spine
S24,Injury of peripheral nerves of thorax
S24,Injury of thoracic sympathetic nerves
S24,Injury of other nerves of thorax
S24,Injury of unspecified nerve of thorax
S25,Injury of thoracic aorta
S25,Injury of innominate or subclavian artery
S25,Injury of superior vena cava
S25,Injury of innominate or subclavian vein
S25,Injury of pulmonary blood vessels
S25,Injury of intercostal blood vessels
S25,Injury of multiple blood vessels of thorax
S25,Injury of other blood vessels of thorax
S25,Injury of unspecified blood vessel of thorax
S26,Injury of heart with haemopericardium
S26,Injury of heart with haemopericardium: without open wound into thoracic cavity
S26,Injury of heart with haemopericardium: with open wound into thoracic cavity
S26,Other injuries of heart
S26,Other injuries of heart: without open wound into thoracic cavity
S26,Other injuries of heart: with open wound into thoracic cavity
S26,"Injury of heart, unspecified"
S26,"Injury of heart, unspecified: without open wound into thoracic cavity"
S26,"Injury of heart, unspecified: with open wound into thoracic cavity"
S27,Traumatic pneumothorax
S27,Traumatic pneumothorax: without open wound into thoracic cavity
S27,Traumatic pneumothorax: with open wound into thoracic cavity
S27,Traumatic haemothorax
S27,Traumatic haemothorax: without open wound into thoracic cavity
S27,Traumatic haemothorax: with open wound into thoracic cavity
S27,Traumatic haemopneumothorax
S27,Traumatic haemopneumothorax: without open wound into thoracic cavity
S27,Traumatic haemopneumothorax: with open wound into thoracic cavity
S27,Other injuries of lung
S27,Other injuries of lung: without open wound into thoracic cavity
S27,Other injuries of lung: with open wound into thoracic cavity
S27,Injury of bronchus
S27,Injury of bronchus: without open wound into thoracic cavity
S27,Injury of bronchus: with open wound into thoracic cavity
S27,Injury of thoracic trachea
S27,Injury of thoracic trachea: without open wound into thoracic cavity
S27,Injury of thoracic trachea: with open wound into thoracic cavity
S27,Injury of pleura
S27,Injury of pleura: without open wound into thoracic cavity
S27,Injury of pleura: with open wound into thoracic cavity
S27,Multiple injuries of intrathoracic organs
S27,Multiple injuries of intrathoracic organs: without open wound into thoracic cavity
S27,Multiple injuries of intrathoracic organs: with open wound into thoracic cavity
S27,Injury of other specified intrathoracic organs
S27,Injury of other specified intrathoracic organs: without open wound into thoracic cavity
S27,Injury of other specified intrathoracic organs: with open wound into thoracic cavity
S27,Injury of unspecified intrathoracic organ
S27,Injury of unspecified intrathoracic organ: without open wound into thoracic cavity
S27,Injury of unspecified intrathoracic organ: with open wound into thoracic cavity
S28,Crushed chest
S28,Traumatic amputation of part of thorax
S29,Injury of muscle and tendon at thorax level
S29,Multiple injuries of thorax
S29,Other specified injuries of thorax
S29,Unspecified injury of thorax
S30,Contusion of lower back and pelvis
S30,Contusion of abdominal wall
S30,Contusion of external genital organs
S30,"Multiple superficial injuries of abdomen, lower back and pelvis"
S30,"Other superficial injuries of abdomen, lower back and pelvis"
S30,"Superficial injury of abdomen, lower back and pelvis, part unspecified"
S31,Open wound of lower back and pelvis
S31,Open wound of abdominal wall
S31,Open wound of penis
S31,Open wound of scrotum and testes
S31,Open wound of vagina and vulva
S31,Open wound of other and unspecified external genital organs
S31,"Multiple open wounds of abdomen, lower back and pelvis"
S31,Open wound of other and unspecified parts of abdomen
S32,Fracture of lumbar vertebra
S32,Fracture of lumbar vertebra: closed
S32,Fracture of lumbar vertebra: open
S32,Fracture of sacrum
S32,Fracture of sacrum: closed
S32,Fracture of sacrum: open
S32,Fracture of coccyx
S32,Fracture of coccyx: closed
S32,Fracture of coccyx: open
S32,Fracture of ilium
S32,Fracture of ilium: closed
S32,Fracture of ilium: open
S32,Fracture of acetabulum
S32,Fracture of acetabulum: closed
S32,Fracture of acetabulum: open
S32,Fracture of pubis
S32,Fracture of pubis: closed
S32,Fracture of pubis: open
S32,Multiple fractures of lumbar spine and pelvis
S32,Multiple fractures of lumbar spine and pelvis: closed
S32,Multiple fractures of lumbar spine and pelvis: open
S32,Fracture of other and unspecified parts of lumbar spine and pelvis
S32,Fracture of other and unspecified parts of lumbar spine and pelvis: closed
S32,Fracture of other and unspecified parts of lumbar spine and pelvis: open
S33,Traumatic rupture of lumbar intervertebral disc
S33,Dislocation of lumbar vertebra
S33,Dislocation of sacroiliac and sacrococcygeal joint
S33,Dislocation of other and unspecified parts of lumbar spine and pelvis
S33,Traumatic rupture of symphysis pubis
S33,Sprain and strain of lumbar spine
S33,Sprain and strain of sacroiliac joint
S33,Sprain and strain of other and unspecified parts of lumbar spine and pelvis
S34,Concussion and oedema of lumbar spinal cord
S34,Other injury of lumbar spinal cord
S34,Injury of nerve root of lumbar and sacral spine
S34,Injury of cauda equina
S34,Injury of lumbosacral plexus
S34,"Injury of lumbar, sacral and pelvic sympathetic nerves"
S34,"Injury of peripheral nerve(s) of abdomen, lower back and pelvis"
S34,"Injury of other and unspecified nerves at abdomen, lower back and pelvis level"
S35,Injury of abdominal aorta
S35,Injury of inferior vena cava
S35,Injury of coeliac or mesenteric artery
S35,Injury of portal or splenic vein
S35,Injury of renal blood vessels
S35,Injury of iliac blood vessels
S35,"Injury of multiple blood vessels at abdomen, lower back and pelvis level"
S35,"Injury of other blood vessels at abdomen, lower back and pelvis level"
S35,"Injury of unspecified blood vessel at abdomen, lower back and pelvis level"
S36,Injury of spleen
S36,Injury of spleen: without open wound into cavity
S36,Injury of spleen: with open wound into cavity
S36,Injury of liver or gallbladder
S36,Injury of liver or gallbladder: without open wound into cavity
S36,Injury of liver or gallbladder: with open wound into cavity
S36,Injury of pancreas
S36,Injury of pancreas: without open wound into cavity
S36,Injury of pancreas: with open wound into cavity
S36,Injury of stomach
S36,Injury of stomach: without open wound into cavity
S36,Injury of stomach: with open wound into cavity
S36,Injury of small intestine
S36,Injury of small intestine: without open wound into cavity
S36,Injury of small intestine: with open wound into cavity
S36,Injury of colon
S36,Injury of colon: without open wound into cavity
S36,Injury of colon: with open wound into cavity
S36,Injury of rectum
S36,Injury of rectum: without open wound into cavity
S36,Injury of rectum: with open wound into cavity
S36,Injury of multiple intra-abdominal organs
S36,Injury of multiple intra-abdominal organs: without open wound into cavity
S36,Injury of multiple intra-abdominal organs: with open wound into cavity
S36,Injury of other intra-abdominal organs
S36,Injury of other intra-abdominal organs: without open wound into cavity
S36,Injury of other intra-abdominal organs: with open wound into cavity
S36,Injury of unspecified intra-abdominal organ
S36,Injury of unspecified intra-abdominal organ: without open wound into cavity
S36,Injury of unspecified intra-abdominal organ: with open wound into cavity
S37,Injury of kidney
S37,Injury of kidney: without open wound into cavity
S37,Injury of kidney: with open wound into cavity
S37,Injury of ureter
S37,Injury of ureter: without open wound into cavity
S37,Injury of ureter: with open wound into cavity
S37,Injury of bladder
S37,Injury of bladder: without open wound into cavity
S37,Injury of bladder: with open wound into cavity
S37,Injury of urethra
S37,Injury of urethra: without open wound into cavity
S37,Injury of urethra: with open wound into cavity
S37,Injury of ovary
S37,Injury of ovary: without open wound into cavity
S37,Injury of ovary: with open wound into cavity
S37,Injury of fallopian tube
S37,Injury of fallopian tube: without open wound into cavity
S37,Injury of fallopian tube: with open wound into cavity
S37,Injury of uterus
S37,Injury of uterus: without open wound into cavity
S37,Injury of uterus: with open wound into cavity
S37,Injury of multiple pelvic organs
S37,Injury of multiple pelvic organs: without open wound into cavity
S37,Injury of multiple pelvic organs: with open wound into cavity
S37,Injury of other pelvic organs
S37,Injury of other pelvic organs: without open wound into cavity
S37,Injury of other pelvic organs: with open wound into cavity
S37,Injury of unspecified pelvic organ
S37,Injury of unspecified pelvic organ: without open wound into cavity
S37,Injury of unspecified pelvic organ: with open wound into cavity
S38,Crushing injury of external genital organs
S38,"Crushing injury of other and unspecified parts of abdomen, lower back and pelvis"
S38,Traumatic amputation of external genital organs
S38,"Traumatic amputation of other and unspecified parts of abdomen, lower back and pelvis"
S39,"Injury of muscle and tendon of abdomen, lower back and pelvis"
S39,Injury of intra-abdominal organ(s) with pelvic organ(s)
S39,"Other multiple injuries of abdomen, lower back and pelvis"
S39,"Other specified injuries of abdomen, lower back and pelvis"
S39,"Unspecified injury of abdomen, lower back and pelvis"
S40,Contusion of shoulder and upper arm
S40,Multiple superficial injuries of shoulder and upper arm
S40,Other superficial injuries of shoulder and upper arm
S40,"Superficial injury of shoulder and upper arm, unspecified"
S41,Open wound of shoulder
S41,Open wound of upper arm
S41,Multiple open wounds of shoulder and upper arm
S41,Open wound of other and unspecified parts of shoulder girdle
S42,Fracture of clavicle
S42,Fracture of clavicle: closed
S42,Fracture of clavicle: open
S42,Fracture of scapula
S42,Fracture of scapula: closed
S42,Fracture of scapula: open
S42,Fracture of upper end of humerus
S42,Fracture of upper end of humerus: closed
S42,Fracture of upper end of humerus: open
S42,Fracture of shaft of humerus
S42,Fracture of shaft of humerus: closed
S42,Fracture of shaft of humerus: open
S42,Fracture of lower end of humerus
S42,Fracture of lower end of humerus: closed
S42,Fracture of lower end of humerus: open
S42,"Multiple fractures of clavicle, scapula and humerus"
S42,"Multiple fractures of clavicle, scapula and humerus: closed"
S42,"Multiple fractures of clavicle, scapula and humerus: open"
S42,Fracture of other parts of shoulder and upper arm
S42,Fracture of other parts of shoulder and upper arm: closed
S42,Fracture of other parts of shoulder and upper arm: open
S42,"Fracture of shoulder girdle, part unspecified"
S42,"Fracture of shoulder girdle, part unspecified: closed"
S42,"Fracture of shoulder girdle, part unspecified: open"
S43,Dislocation of shoulder joint
S43,Dislocation of acromioclavicular joint
S43,Dislocation of sternoclavicular joint
S43,Dislocation of other and unspecified parts of shoulder girdle
S43,Sprain and strain of shoulder joint
S43,Sprain and strain of acromioclavicular joint
S43,Sprain and strain of sternoclavicular joint
S43,Sprain and strain of other and unspecified parts of shoulder girdle
S44,Injury of ulnar nerve at upper arm level
S44,Injury of median nerve at upper arm level
S44,Injury of radial nerve at upper arm level
S44,Injury of axillary nerve
S44,Injury of musculocutaneous nerve
S44,Injury of cutaneous sensory nerve at shoulder and upper arm level
S44,Injury of multiple nerves at shoulder and upper arm level
S44,Injury of other nerves at shoulder and upper arm level
S44,Injury of unspecified nerve at shoulder and upper arm level
S45,Injury of axillary artery
S45,Injury of brachial artery
S45,Injury of axillary or brachial vein
S45,Injury of superficial vein at shoulder and upper arm level
S45,Injury of multiple blood vessels at shoulder and upper arm level
S45,Injury of other blood vessels at shoulder and upper arm level
S45,Injury of unspecified blood vessel at shoulder and upper arm level
S46,Injury of muscle(s) and tendon(s) of the rotator cuff of shoulder
S46,Injury of muscle and tendon of long head of biceps
S46,Injury of muscle and tendon of other parts of biceps
S46,Injury of muscle and tendon of triceps
S46,Injury of multiple muscles and tendons at shoulder and upper arm level
S46,Injury of other muscles and tendons at shoulder and upper arm level
S46,Injury of unspecified muscle and tendon at shoulder and upper arm level
S47,Crushing injury of shoulder and upper arm
S48,Traumatic amputation at shoulder joint
S48,Traumatic amputation at level between shoulder and elbow
S48,"Traumatic amputation of shoulder and upper arm, level unspecified"
S49,Multiple injuries of shoulder and upper arm
S49,Other specified injuries of shoulder and upper arm
S49,Unspecified injury of shoulder and upper arm
S50,Contusion of elbow
S50,Contusion of other and unspecified parts of forearm
S50,Multiple superficial injuries of forearm
S50,Other superficial injuries of forearm
S50,"Superficial injury of forearm, unspecified"
S51,Open wound of elbow
S51,Multiple open wounds of forearm
S51,Open wound of other parts of forearm
S51,"Open wound of forearm, part unspecified"
S52,Fracture of upper end of ulna
S52,Fracture of upper end of ulna: closed
S52,Fracture of upper end of ulna: open
S52,Fracture of upper end of radius
S52,Fracture of upper end of radius: closed
S52,Fracture of upper end of radius: open
S52,Fracture of shaft of ulna
S52,Fracture of shaft of ulna: closed
S52,Fracture of shaft of ulna: open
S52,Fracture of shaft of radius
S52,Fracture of shaft of radius: closed
S52,Fracture of shaft of radius: open
S52,Fracture of shafts of both ulna and radius
S52,Fracture of shafts of both ulna and radius: closed
S52,Fracture of shafts of both ulna and radius: open
S52,Fracture of lower end of radius
S52,Fracture of lower end of radius: closed
S52,Fracture of lower end of radius: open
S52,Fracture of lower end of both ulna and radius
S52,Fracture of lower end of both ulna and radius: closed
S52,Fracture of lower end of both ulna and radius: open
S52,Multiple fractures of forearm
S52,Multiple fractures of forearm: closed
S52,Multiple fractures of forearm: open
S52,Fracture of other parts of forearm
S52,Fracture of other parts of forearm: closed
S52,Fracture of other parts of forearm: open
S52,"Fracture of forearm, part unspecified"
S52,"Fracture of forearm, part unspecified: closed"
S52,"Fracture of forearm, part unspecified: open"
S53,Dislocation of radial head
S53,"Dislocation of elbow, unspecified"
S53,Traumatic rupture of radial collateral ligament
S53,Traumatic rupture of ulnar collateral ligament
S53,Sprain and strain of elbow
S54,Injury of ulnar nerve at forearm level
S54,Injury of median nerve at forearm level
S54,Injury of radial nerve at forearm level
S54,Injury of cutaneous sensory nerve at forearm level
S54,Injury of multiple nerves at forearm level
S54,Injury of other nerves at forearm level
S54,Injury of unspecified nerve at forearm level
S55,Injury of ulnar artery at forearm level
S55,Injury of radial artery at forearm level
S55,Injury of vein at forearm level
S55,Injury of multiple blood vessels at forearm level
S55,Injury of other blood vessels at forearm level
S55,Injury of unspecified blood vessel at forearm level
S56,Injury of flexor muscle and tendon of thumb at forearm level
S56,Injury of long flexor muscle and tendon of other finger(s) at forearm level
S56,Injury of other flexor muscle and tendon at forearm level
S56,Injury of extensor or abductor muscles and tendons of thumb at forearm level
S56,Injury of extensor muscle and tendon of other finger(s) at forearm level
S56,Injury of other extensor muscle and tendon at forearm level
S56,Injury of multiple muscles and tendons at forearm level
S56,Injury of other and unspecified muscles and tendons at forearm level
S57,Crushing injury of elbow
S57,Crushing injury of other parts of forearm
S57,"Crushing injury of forearm, part unspecified"
S58,Traumatic amputation at elbow level
S58,Traumatic amputation at level between elbow and wrist
S58,"Traumatic amputation of forearm, level unspecified"
S59,Multiple injuries of forearm
S59,Other specified injuries of forearm
S59,Unspecified injury of forearm
S60,Contusion of finger(s) without damage to nail
S60,Contusion of finger(s) with damage to nail
S60,Contusion of other parts of wrist and hand
S60,Multiple superficial injuries of wrist and hand
S60,Other superficial injuries of wrist and hand
S60,"Superficial injury of wrist and hand, unspecified"
S61,Open wound of finger(s) without damage to nail
S61,Open wound of finger(s) with damage to nail
S61,Multiple open wounds of wrist and hand
S61,Open wound of other parts of wrist and hand
S61,"Open wound of wrist and hand, part unspecified"
S62,Fracture of navicular [scaphoid] bone of hand
S62,Fracture of navicular [scaphoid] bone of hand: closed
S62,Fracture of navicular [scaphoid] bone of hand: open
S62,Fracture of other carpal bone(s)
S62,Fracture of other carpal bone(s): closed
S62,Fracture of other carpal bone(s): open
S62,Fracture of first metacarpal bone
S62,Fracture of first metacarpal bone: closed
S62,Fracture of first metacarpal bone: open
S62,Fracture of other metacarpal bone
S62,Fracture of other metacarpal bone: closed
S62,Fracture of other metacarpal bone: open
S62,Multiple fractures of metacarpal bones
S62,Multiple fractures of metacarpal bones: closed
S62,Multiple fractures of metacarpal bones: open
S62,Fracture of thumb
S62,Fracture of thumb: closed
S62,Fracture of thumb: open
S62,Fracture of other finger
S62,Fracture of other finger: closed
S62,Fracture of other finger: open
S62,Multiple fractures of fingers
S62,Multiple fractures of fingers: closed
S62,Multiple fractures of fingers: open
S62,Fracture of other and unspecified parts of wrist and hand
S62,Fracture of other and unspecified parts of wrist and hand: closed
S62,Fracture of other and unspecified parts of wrist and hand: open
S63,Dislocation of wrist
S63,Dislocation of finger
